model_type,learning_rate,batch_size,final_loss,final_accuracy,epochs_trained,training_time_seconds,model_path
conv,0.0001,32,2677.533935546875,0.8077756762504578,10,11.596769094467163,./model_weights/conv_lr0.0001_bs32.keras
conv_lstm,0.0001,32,6570.4609375,0.8077756762504578,10,18.47636890411377,./model_weights/conv_lstm_lr0.0001_bs32.keras
