model_type,learning_rate,batch_size,final_loss,final_accuracy,epochs_trained,training_time_seconds,model_path
conv,0.0001,32,2690.915771484375,0.8077756762504578,10,11.26162314414978,./model_weights/conv_lr0.0001_bs32.keras
conv_lstm,0.0001,32,6599.3037109375,0.8077756762504578,10,18.344316959381104,./model_weights/conv_lstm_lr0.0001_bs32.keras
